CC#N
c1ccncc1
Nc1ccccc1
C1CCNC1
C1CCNCC1
N1CCNCC1
O1CCNCC1
c1(n[nH]nn1)N
CC)(CC)CC
CN
c1cnc[nH]1
CN
C1(=N[C@H](NC(=N1)O)N)N
CN(C)
c1c(cnc(n1)C#N)N
N(C)(C)C
CCN
C(=O)(N)NNC(=O)N
CCN(CC)
CCN(CC)CC
C(=O)(CC#N)N
CCCN
CC(N)C
CCCCN
C(=O)(NC)NC
CC(C)(C)N
c1ccccc1CN
Nc1ccccc1
C1C(CC(=O)NC1=O)(C)C
n1ccccc1
N1CCCCC1
c1(c(c(=O)[nH]cn1)N(O)O)O
N1CCNCC1
O1CCNCC1
c1(cc(nc(=S)[nH]1)N)N
NCCO
S(=O)(=O)(N)C=C
CC#N
CCC#N
CCCC#N
C(#N)CNC(=O)C
CC(C)C#N
CCCCC#N
N#Cc1ccccc1
N#Cc1ccncc1
C=CC#N
CC(=O)N
n1n[nH][nH]c1=S
CCC(=O)N
C(=O)(C(F)(F)F)NC
[C@H]12[C@@H](N(C(=O)N1C(=O)C)C(=O)C)N(C(=O)N2C(=O)C)C(=O)C
CCCC(=O)N
CCCCC(=O)N
NC=O
C(C(S(=O)(=O)N)(F)F)(F)(F)F
CN(C)C=O
CC(=O)N(C)C
NC(=O)N
NC(=S)N
NC(=NH)N
[nH]1cccc1
c1ncc[nH]1
c1cc2ccccc2[nH]1
NC(=O)c1ccncc1
NC(=O)c1ccccc1
CC(=O)Nc1ccccc1
Cc1ccc(N)cc1
NCCc1ccccc1
N#CCc1ccccc1
CN=C=O
CC(=NH)N
CC(=NO)
